Hygienerating;Geschmacksrating;Inspektor;PLZ
 38;133;3;10317
 75;129;4;12161
148; 40;3;13158
 21; 89;4;12685
 94; 95;4;10367
 38; 73;3;12619
 59;140;2;10365
175; 40;2;10437
 54;151;1;14167
 80;113;3;12055
145; 47;4;10711
168; 87;4;12589
 54;127;4;12277
145; 95;2;10781
 78; 48;4;12167
 90;121;4;12589
 65; 50;2;13591
 69; 50;2;10555
107; 22;1;12103
165; 84;4;12103
 99; 35;4;13187
 71; 59;3;10555
103; 44;2;12157
 46; 92;4;12679
124; 60;4;12627
 80; 54;4;12209
 55; 57;3;12163
 84; 48;2;10715
101; 46;3;12101
163;108;4;10969
185; 89;3;10785
159;112;4;12526
 41;148;3;12167
 42; 69;3;10559
 95; 37;3;12057
116;112;4;10179
 58; 69;4;14165
122; 64;2;12359
142; 71;4;12047
147; 68;3;10117
 66; 60;3;14059
157; 91;4;10719
130; 57;3;14059
156; 37;3;12053
 92; 92;3;10787
 85;114;3;13599
 29; 82;4;10963
 48;115;3;10777
 52; 75;3;12157
134; 66;4;12107
 74; 66;4;12207
104; 52;3;13051
148; 29;2;13507
117; 91;2;10437
128; 44;4;13591
 84;111;4;10409
180; 97;3;12045
 59;107;3;13059
152; 87;4;12621
 52;109;3;10963
 53;109;4;14055
 93;113;2;12589
107;123;2;10827
102; 53;4;13469
146; 90;4;10715
157; 66;4;13507
163; 40;4;10999
 60;146;2;13581
120; 94;1;12589
153; 82;4;12055
 89; 50;4;12355
153; 92;4;12101
104; 61;4;10405
116; 53;3;13589
120; 58;3;12205
146;100;3;14163
 80; 71;4;10249
 70; 40;3;12101
108; 40;2;12351
128; 29;2;12459
 62; 49;2;12439
 91; 98;4;12489
174; 91;2;13595
 82;112;4;14193
 71; 63;4;13059
158; 92;4;10435
 56; 64;3;10559
146; 48;4;12277
 42; 76;4;12309
 61; 77;4;10119
 92; 97;4;10965
153; 34;3;12351
170; 87;4;12437
 93; 29;3;13583
 97; 35;3;10707
 62; 85;4;14129
 66; 62;3;12167
 80; 55;4;13595
185; 88;3;12101
 74;135;3;14165
104; 56;3;13593
123; 65;2;12051
 63; 50;2;10719
129; 32;2;13403
167; 60;3;12459
175; 37;4;10715
133; 30;3;12305
100; 37;3;12207
 34;135;3;10245
169; 91;4;14167
118; 33;3;10559
122; 57;3;12105
 77;106;4;10407
 76; 50;4;13593
 92; 27;3;10178
 79;105;4;13125
153; 47;3;12589
116;127;4;10787
 59;130;3;13407
 21; 83;4;12205
 60; 72;3;13405
 88; 43;4;10317
 91; 46;3;12439
 57;144;4;13355
 70;121;4;13407
 42;136;3;13597
 79; 53;3;10551
141; 66;2;12524
 31; 91;4;13467
 63;112;3;12309
 90; 44;4;13086
 53; 75;4;12435
 95; 35;2;12349
 28;117;4;10587
141; 37;3;10179
130; 73;3;14193
 87; 39;3;13349
144; 68;4;13507
120; 73;4;10789
 81; 33;2;12555
158; 37;4;12623
 89; 30;3;13159
 48; 72;4;12109
 79; 29;1;10439
156; 30;4;10365
120; 25;3;10965
166; 95;4;12619
149; 38;3;10789
101; 39;3;10623
 53; 61;2;12629
 31;102;4;12045
 62; 61;3;10823
140; 46;3;12685
 60;128;4;13409
 62; 47;3;10969
 78; 47;3;12355
141; 40;3;13159
159; 30;3;12103
179; 97;1;13351
103; 38;4;13509
 39;140;1;13129
155; 97;4;10587
115; 37;3;12621
186;105;1;10585
 96; 43;4;10781
 98; 37;4;12247
 42; 63;3;12057
 31;134;2;13509
131; 46;4;13597
115; 66;4;12349
137; 43;3;12207
109;103;4;13505
162; 31;2;14050
 68; 56;3;12526
 57; 61;4;12107
150; 27;4;12489
150; 38;3;10715
159; 40;4;10557
167;108;4;12687
 94; 37;2;13353
 73;131;2;10627
165; 94;4;13057
121; 34;2;13627
123; 44;2;12305
174; 37;4;13357
 80;134;3;13349
129; 38;2;14163
124; 69;3;10825
 84;108;3;13127
147; 51;3;15537
 26;112;4;10829
111; 89;3;12555
 19;105;2;14059
 76;125;3;12161
110; 51;4;12351
 12; 88;3;12527
 88;135;2;10585
171; 80;2;15569
 53; 69;4;13581
 90; 30;3;12359
 40;117;4;13403
139; 33;3;15566
 65; 65;4;12689
145; 56;4;12157
 70; 53;3;10245
 87; 60;3;14129
108; 45;3;12359
 58;128;4;12349
 57; 97;4;13349
167; 31;4;10787
 85;106;3;10779
144; 90;4;12629
135; 99;1;13125
 65; 46;3;10319
 59;147;2;14197
 54;109;3;14167
156;115;4;10965
120; 24;3;13359
 76; 42;4;10117
 61;118;4;13627
 63; 77;4;12105
 73; 56;3;13057
 19;119;4;12105
 25;120;4;10967
 67;117;2;10965
162; 96;4;12685
181; 81;1;10405
111; 53;4;14195
 56; 71;3;13505
 78; 51;4;14109
167; 62;4;12526
 76;106;4;13059
122; 68;4;10777
160; 47;3;12247
 95; 47;2;12053
157; 65;4;14055
 84;106;4;13467
 93; 59;4;13086
 66;111;3;10247
 61;104;3;10319
142; 56;3;13465
 87; 71;4;12627
111; 24;3;13593
125; 59;4;10707
 50;114;4;14197
142; 69;3;10829
 92; 52;4;14059
 45; 91;4;12279
153; 58;4;13503
155; 68;4;13086
129; 53;3;10629
 78; 53;4;14129
122; 94;4;10777
135; 69;4;10779
170; 84;4;12347
144; 39;3;13055
146; 38;3;13351
104; 32;3;10367
186; 93;1;12687
151;108;4;13599
114; 28;3;12247
 51;108;4;12627
162; 93;4;10783
 39;117;4;13349
 62;124;3;13158
 82; 65;4;10787
105; 32;3;13599
 73; 46;3;12689
 55;107;2;12165
156; 40;4;15569
 88;104;4;12053
165; 26;3;14057
163;115;4;12619
 58; 62;3;13351
161; 97;4;10717
150; 65;4;13353
 27;131;4;14050
 59; 55;2;12049
172; 95;1;13159
 61; 87;4;12277
162;116;3;12347
 57;121;3;14197
171;116;3;10555
 43;119;4;13125
 35; 78;3;14129
 59;105;3;10827
137;100;1;14193
 82; 67;4;10711
 43; 62;4;12527
 78;134;2;12103
152; 41;2;10825
172; 69;3;10629
114; 40;3;12619
140; 50;3;10711
 51;119;3;12589
106; 31;2;10967
 57; 56;3;12347
 82; 51;3;13507
 83; 39;2;12059
151; 77;3;12437
100; 26;4;10439
 87; 93;4;13129
115; 47;3;13599
 66; 61;3;12689
127; 59;4;12619
168; 96;4;13189
110; 27;3;12557
 99; 51;4;10709
150; 68;4;13159
 58;150;3;10559
 76; 36;3;13159
101; 30;3;14195
128; 55;3;12203
 68; 62;3;12357
 56; 62;3;10551
169; 86;4;10557
 79; 43;3;13503
 43; 92;4;13189
131; 28;3;14197
143; 60;3;10785
 23;121;4;13583
141; 60;3;10715
 35;123;1;12051
129; 55;4;12161
 79; 60;3;10789
 60; 44;3;12526
170; 41;3;12487
 77;117;4;13125
119; 47;4;13509
155; 72;4;13435
 62; 65;2;12687
152; 94;4;14052
184; 96;4;12057
 45; 92;4;10823
149; 48;3;13407
159; 39;4;12309
 69; 43;2;12459
 70; 57;4;13589
 64; 57;3;10559
129; 71;4;10409
125; 43;2;10783
153; 84;4;10625
 80; 65;3;13059
 73; 40;2;10245
106; 46;4;12055
149; 96;4;10719
108;104;3;10365
 71;113;4;10119
148; 54;4;10405
 95; 49;3;12355
 63;114;2;10117
 92; 45;3;10965
 68;123;3;10557
154; 98;4;12349
148; 64;3;12051
123; 56;3;10717
 95; 33;2;10369
163; 39;3;12351
 49; 61;3;14197
129; 63;3;10115
 37; 96;3;13627
139; 62;4;10179
 46; 93;3;10825
128; 40;3;10437
 89; 59;3;12207
 33; 76;4;10789
 41;149;2;13407
156; 84;4;10829
120; 39;3;13127
 73; 47;3;13503
134; 63;4;13405
118; 37;4;12435
 49;123;4;12557
 34; 78;4;12099
176;106;3;12359
151; 55;2;12589
118; 59;4;12053
 95; 99;4;13469
142; 67;3;10969
123; 41;2;10409
 73; 35;4;10319
 88; 52;4;10115
 83; 33;3;12309
156;114;4;10585
 94; 44;2;12351
 50; 73;4;14169
 32;129;2;13465
 20; 97;3;14057
 70; 56;3;13156
 44; 65;4;13127
145; 61;4;12527
 58;121;3;10119
 95; 69;4;10247
175;119;2;14197
100; 57;3;13439
 83; 43;2;12619
 38; 94;3;12277
 82;102;4;13439
 75; 41;3;12101
126; 51;3;12309
 64;143;3;10319
 86; 45;4;10439
109; 38;3;12559
165;109;4;10963
 90;130;4;12051
 24;103;2;12305
133; 50;3;12629
142; 76;4;10825
 48;117;4;13505
120; 91;2;14197
145; 45;3;10553
122; 56;3;13407
 23;107;3;12439
112; 48;3;13088
 29; 88;4;13189
148; 57;3;10367
175;122;1;13597
118; 49;4;14197
 45; 64;3;12055
 77; 53;4;12049
168; 94;4;12247
147; 32;3;12161
 49;114;4;10435
 82; 43;2;13583
145; 34;2;10551
 77;114;3;12621
160;120;4;10367
178; 93;1;13467
 43; 96;3;12047
 55;123;4;14129
123;114;4;10367
159; 88;4;10369
 59; 77;3;12524
 70;111;4;10717
113; 59;4;12051
 63; 43;4;14050
170;115;4;13353
 32;115;4;13407
 68;127;4;15537
 33; 83;4;10783
 43; 79;4;14163
 63; 64;3;12619
 83; 47;2;14163
120; 51;3;10997
 54; 52;4;14167
112; 37;4;10963
 57;131;4;13405
 68; 49;2;13591
 88; 65;4;10437
 44;101;4;14057
146; 73;4;13581
 93; 51;4;13629
101; 29;3;14053
 75; 70;4;13469
168; 72;3;12689
 20;116;4;10551
 90;117;4;12527
 80;106;3;13437
142; 37;3;10319
 90; 39;4;12619
 91; 94;3;14165
150; 55;3;13437
 54;117;4;14052
 39;138;1;10437
 69; 73;4;13585
161;116;4;12349
 88; 98;4;12107
134; 39;3;13355
184; 86;2;10115
 84; 81;4;13583
120; 40;4;10961
 93; 52;4;10439
 90; 37;3;13349
 48;114;4;10119
 82;106;4;12103
107; 49;4;12435
 52; 62;3;12167
129; 59;4;10787
 84; 44;3;12526
150; 54;3;10437
150; 45;3;12681
 43; 72;4;12279
134; 45;2;14089
 48; 69;4;13055
 65; 39;1;14199
 40;118;4;12203
 54; 63;2;12163
106; 32;3;14129
133; 48;3;10717
 49;148;3;12209
127; 39;3;10719
165; 35;4;10789
136; 52;4;15569
 19;120;4;13595
 61; 43;4;10627
122; 45;2;12107
107; 39;2;13088
165; 42;4;12527
 56; 59;4;13086
 62;128;3;12627
 83; 42;3;13465
 76; 52;4;10243
 97; 59;4;13053
 60;108;2;12587
156; 41;4;13585
 40; 97;3;12167
 58;109;4;12165
 96; 32;3;14109
 58;146;2;10369
 87;113;4;10625
108;103;4;12679
 72;126;3;12555
137; 70;3;15569
 85; 39;3;10825
121; 53;3;12105
152; 70;4;12167
 27; 81;2;13359
 82; 44;2;12683
 86; 94;4;12207
115; 64;3;10315
108; 94;4;12559
172;110;1;13469
 31; 76;2;10789
130; 34;3;10243
 75; 62;3;12437
 80;102;4;14169
123;113;4;12057
111; 59;4;10629
120; 29;3;12277
138; 70;3;10779
124; 50;3;12205
 18;100;4;12681
138; 32;3;12353
170; 82;4;13627
 68;135;1;12437
148; 33;2;10243
174; 96;3;14052
160; 25;4;14050
105; 38;2;10965
 45; 94;3;12349
 42;134;1;12683
 77;134;3;13439
167;119;4;10785
149; 81;4;12099
158; 46;3;13465
117; 49;4;13503
156; 89;4;10827
104; 58;4;10717
125; 42;2;10967
 78;106;4;13629
154; 54;4;12057
 92; 36;2;12109
 26;117;4;13581
175;100;3;12347
167; 38;3;10719
 53;108;3;13053
 43;100;4;13347
 65;128;4;13055
 70; 44;2;13435
123; 69;4;10711
177;121;3;10787
142; 33;2;13435
179; 91;3;10625
 54; 58;2;10827
131; 77;4;13189
180; 89;2;10781
158;108;4;12167
137; 28;2;13509
113; 38;4;10587
102; 60;3;12621
 20;117;4;10965
151; 58;4;10587
 83; 30;2;12555
144; 34;3;14109
 80; 53;3;13583
115;118;4;10711
166;108;4;12109
 74; 53;3;12161
 48; 65;3;14052
 79; 65;3;13469
122; 63;3;13158
 28; 87;4;12487
 11; 84;1;15537
113; 42;3;12099
 56;115;4;13088
116; 60;3;12059
 62; 58;3;13187
 13; 83;1;14169
 74;129;4;10827
157; 44;3;12249
 81;111;3;10439
 72; 65;4;13057
156; 72;4;14195
140; 39;3;12687
 69; 66;2;10585
170;112;4;12209
 77;104;4;10409
135; 60;4;13156
 35; 74;3;12053
119; 30;3;13437
 51;121;3;12045
100; 61;4;10179
173; 69;1;14193
 93; 26;4;12107
144; 41;3;10713
 88; 37;4;10319
 30;103;3;14165
154; 29;3;13051
 45;103;4;13405
 77;118;4;12683
 94; 45;3;10997
 94; 27;3;12059
 71;127;4;10787
 78; 58;2;10553
 94; 92;4;10589
147; 47;3;13053
 90; 34;3;13349
 93; 46;3;12619
 49;147;3;10435
174;103;2;12099
 72; 69;4;12309
 93;100;4;10709
 98; 44;4;12685
 49;153;4;12555
 22;105;1;10829
 71; 67;4;10999
152; 91;4;12159
155;114;4;12459
 97;103;4;13189
156; 78;4;12353
137; 41;2;12353
 98;108;4;10781
 81; 36;2;12049
121; 91;3;10783
155; 35;4;10551
109;111;4;12357
139; 71;4;13353
127; 66;4;10559
113; 96;2;10625
 56; 57;3;13587
135; 32;3;14089
107; 27;3;12105
148; 37;3;13355
114; 30;3;10249
 42;101;4;13088
133; 47;3;12489
108; 46;4;14193
157; 42;4;12051
 42; 65;4;10555
152; 86;4;12249
 13; 94;4;13351
 92;111;4;15537
 67; 45;3;14129
 88; 51;4;14197
149; 41;3;14053
 21; 91;3;10247
143; 34;2;10997
143; 71;4;12629
 65;130;4;10585
104; 27;3;12207
 81; 59;3;13629
 65; 51;2;14109
109; 23;4;14057
 78; 41;3;12161
 89; 93;4;10367
136; 99;1;13505
 47;135;3;15569
 62; 63;3;14109
 65; 61;4;13351
 59; 63;3;12349
 19; 89;4;10783
 75; 44;3;10585
 40;104;4;12305
181; 87;2;12053
 89; 33;3;13467
 97; 28;2;14052
161; 50;4;12169
165; 29;4;10555
123; 36;3;13051
108; 64;4;10555
176;107;2;12165
 18;101;4;14197
 39; 72;4;10967
141; 76;4;12051
 79;102;4;10555
 90;112;4;10559
 72; 45;3;14169
 68;117;3;10829
 77; 50;3;12524
121; 92;2;14059
103; 45;3;10179
117; 33;3;14055
 30; 78;3;12053
 97; 37;3;12161
146; 37;3;10627
129; 65;3;12101
112; 53;4;14053
181; 97;2;13351
 46; 66;2;12305
181;117;2;13189
 62; 55;3;10557
 71; 61;4;12167
136; 53;4;10781
134; 32;3;12524
119; 61;4;14163
161; 86;4;14169
151; 27;4;10719
 61; 88;4;13089
131; 36;3;13055
160; 91;4;13359
149; 52;3;10789
172; 34;4;12621
 91; 42;3;13347
147; 89;4;10629
113; 92;3;10783
 50; 80;4;10829
 74;136;4;12249
 49;136;1;10965
 60; 50;3;12205
105;104;4;12059
167; 58;3;12357
144; 43;3;12205
138; 54;2;12165
 62; 56;3;13507
161; 27;3;10439
151; 45;3;10119
117; 90;2;14193
 61;125;3;10779
103; 33;3;10969
 51; 67;3;10407
 60;106;3;12359
132; 33;2;12589
 67;123;4;12161
 92; 60;4;12355
 92; 94;3;12205
 81;110;3;12526
156; 33;4;13435
 50; 64;3;12247
 81; 32;3;12157
 61;106;4;13086
 84; 40;4;12043
 99; 47;3;10559
 49; 73;4;12159
 73; 48;3;10963
 95; 50;2;10557
119; 35;3;12309
182; 92;4;10627
 97; 56;3;10969
 22; 90;4;12053
 88; 64;4;10249
138; 48;4;10409
 84;104;3;10315
115; 36;3;10315
 85; 47;3;13053
 66; 59;2;13629
132; 61;4;12161
159; 43;4;12359
126; 96;4;15566
 48;129;2;12103
 97; 29;2;13089
 53;106;4;12161
 91; 99;4;13347
 56;132;4;10827
 59; 52;3;12621
166;117;4;13439
114; 37;3;13437
106; 86;4;10179
 43; 70;3;12439
 94;100;3;14050
125; 29;3;12527
 78; 45;3;14199
105; 36;3;13503
148; 77;4;12557
 36;113;4;12683
 68; 45;3;13055
 96; 52;4;10247
134; 61;4;13187
 77; 33;3;12279
150; 33;2;13086
 90;119;3;12589
 29;106;3;12305
114; 61;3;14055
 86; 31;3;13407
169;115;4;13583
161; 35;2;12043
 45;150;2;10553
120; 28;3;13597
132; 59;4;12355
128; 59;4;13051
133; 77;4;14167
150; 73;3;14057
135; 67;3;10315
 97; 30;2;13467
113; 34;4;10587
 37; 71;1;12359
181; 93;1;10779
110; 37;3;12435
 49; 55;4;10589
 51; 66;3;12055
185; 98;3;14050
158; 74;4;10405
 85; 60;3;12105
113; 26;3;14059
101; 34;3;10559
114; 91;4;10555
146; 63;3;10585
 82; 79;4;12045
176;101;2;10585
166; 34;4;13059
173; 71;3;12157
 69; 37;2;12247
105; 43;3;13629
 45; 62;3;13503
 79;113;3;13627
 53; 70;2;10997
 65; 59;3;12055
 28; 83;4;12685
159; 55;4;14052
 49; 78;3;14167
124; 25;1;12101
 45; 70;4;13507
 43;112;4;12355
 78;107;4;12349
151; 46;4;12527
168; 30;4;15566
176; 77;2;12159
 40; 95;3;12623
 94; 35;2;10711
103; 36;4;12049
160; 28;3;13439
 64;130;1;12101
170; 40;3;10559
 91; 48;3;13055
170; 99;2;12057
153; 52;3;14057
 53;107;3;10589
119; 95;3;12109
 40;102;3;13125
 53; 65;3;10707
135; 30;4;12047
 97;104;4;12203
 27;112;4;12355
 75; 34;4;12055
154; 74;4;10409
129; 64;3;10435
 49;121;3;14167
 31;130;4;13159
 92; 31;3;12047
127; 32;3;10717
 26;131;1;10997
 55;106;4;13127
172; 36;4;14197
123; 53;2;10777
181;115;3;12524
 14; 83;3;13187
 43; 65;4;12159
154; 65;4;10587
 67; 40;4;13129
158; 97;4;12109
133; 39;4;10559
160; 32;1;10439
137; 59;2;12587
143; 76;4;12524
 92;106;2;13127
 29; 80;3;10627
 47;116;3;12165
 58;123;3;12103
161; 37;3;12109
 80;126;4;12627
 73; 38;3;12059
150; 78;4;10369
 92; 91;3;13158
 90; 96;4;12687
171;109;2;10713
 83; 60;4;13581
148; 51;3;10781
 79; 44;3;12247
120; 63;3;12103
 55;126;4;10409
171; 93;4;13435
152; 82;4;13597
 19;118;3;10789
 87; 28;4;10247
106; 49;4;10585
114; 55;3;13407
120; 32;3;12439
 61; 74;4;10707
104; 42;3;12687
 28; 88;4;10315
115;102;2;10115
152; 85;4;12559
 71;120;4;15569
105;106;4;12526
 73; 54;3;13593
173;102;2;13595
154;111;4;14167
138; 39;3;13405
126; 30;3;14169
 52;144;1;10997
136; 31;3;12249
128; 48;4;12105
161; 38;3;10435
 67;122;3;14197
 71; 55;3;10777
 52;138;3;13599
104; 34;4;13503
118; 27;2;10719
139; 52;3;12587
 90;132;2;10781
 74;128;4;12247
151; 62;3;10117
 26;133;2;12679
170; 94;4;14163
182;112;2;15569
 85; 52;3;13125
 57; 54;2;14055
 64; 46;2;10961
 85;112;4;12157
158; 52;4;10247
 95; 96;4;15569
103; 28;3;12099
130; 46;4;14057
131; 60;4;12057
131; 51;3;14195
156; 38;4;12527
 58; 88;4;13585
 72; 48;2;12353
 58;110;4;12057
 84; 27;3;10437
155; 32;4;10319
 92; 95;3;14197
103; 50;2;12157
 74; 54;3;13585
182; 93;1;12047
 68; 50;3;10553
142; 32;3;10119
153;118;2;12305
 51; 75;3;12109
122; 40;3;12167
 82;103;4;10777
130; 39;3;13439
 65;111;4;10629
 30;136;3;14057
107; 86;4;13589
105; 57;4;12685
150; 49;3;13051
131; 59;3;10243
 81; 40;3;12355
148; 69;3;10781
101; 35;4;10317
149; 94;4;12207
 33;135;3;13509
153; 98;4;12351
 89; 98;4;10999
145; 91;4;12209
 55; 69;4;10967
 72; 37;3;10589
151; 52;4;12249
105; 34;3;13581
169; 96;4;12053
 21;105;2;13347
162; 35;2;12049
167; 24;4;10315
 43;116;4;12681
111; 90;4;10585
128; 47;3;14193
114; 60;3;12439
 51; 55;2;13053
180; 86;2;10587
141; 62;3;10243
 80; 37;3;13595
146; 31;3;13591
139; 34;3;10777
 65; 56;2;14050
119; 26;3;13403
165; 54;2;14059
113; 48;3;15566
103; 46;2;13089
133; 41;4;12435
153; 36;3;13407
 50; 56;3;13057
 85;119;4;10715
 77; 62;3;14050
180;109;1;13629
112; 96;2;10707
 78; 63;3;12055
141; 48;3;12209
 33;101;4;14195
166;111;4;12437
108;106;4;10435
148; 45;3;12527
111; 44;3;10437
 44;147;3;12045
169; 40;3;12247
 90; 94;3;10365
155;110;4;13593
 76; 48;4;12305
 42; 96;4;10315
 85;110;4;10629
175;103;1;10715
 92; 55;3;12353
 82; 37;2;12307
 76;120;4;14165
148; 98;4;12055
 84;120;4;13086
 44; 76;4;12049
 50;135;2;12159
131; 43;4;12165
 67;143;1;10623
101; 25;2;10785
 81; 29;2;12053
150; 61;4;10999
 48; 64;3;12307
 50;110;2;10779
127; 30;3;12169
 54; 71;2;12043
 77; 49;4;10437
 48; 68;3;13469
 57; 64;3;12459
 65; 68;4;13158
161; 99;4;10965
100; 28;2;13355
179; 95;1;13435
 85; 51;3;13587
 98; 27;3;12045
150; 50;3;12357
125;110;1;13349
 45; 59;2;10245
116; 25;4;12353
154;110;4;10245
111; 26;3;10823
109; 27;3;13351
 70; 70;4;12279
175; 96;1;13159
 58;133;2;13053
 51; 63;3;10777
 93; 93;3;14199
 66; 48;3;13156
 70; 59;3;10969
122; 31;3;13595
188; 92;2;12057
136; 26;1;13187
126; 68;4;14169
152; 67;4;13409
121; 94;4;14059
 99;110;4;10247
133; 52;3;12163
 77;132;3;12459
100; 34;3;10829
 95; 94;4;12629
109; 24;4;13409
 61;108;3;12437
123; 59;3;10553
115; 68;4;13435
129; 26;2;13351
 87;100;4;13407
137; 65;4;13627
 87; 47;4;12621
108; 22;1;14089
 62; 86;4;14089
 55;119;4;10825
149; 30;3;12159
 74; 37;3;13403
182;113;2;12099
 38; 99;3;10783
 67; 66;4;10625
136; 34;3;10247
137; 54;3;10777
108; 95;4;12555
116; 89;3;12555
107;104;3;13357
 84;123;4;10119
 97; 41;4;12359
166;100;2;12349
 82;129;4;10409
103; 34;4;12047
 65;110;4;13189
 15; 82;1;10627
182;119;2;12347
161; 94;3;12459
 58; 89;4;12049
 54; 68;3;12559
125; 28;3;10787
 59;149;4;12051
164; 89;4;12349
 62;126;3;10435
 89;114;4;15537
 71; 54;3;13051
182; 95;1;13357
 72; 33;3;15537
172;113;1;12435
128; 64;3;14057
145; 89;4;10781
170; 30;3;14197
 63; 89;4;10551
 71;124;4;13086
 29;131;1;10115
149; 66;4;13587
 92; 44;3;10317
 44; 68;2;13059
 60; 51;3;12555
 61; 72;3;13158
 76;131;2;12051
 64;116;3;10585
155; 83;4;10587
172; 68;1;12557
 98; 39;4;13435
127; 61;4;13349
143; 66;4;12161
 41; 93;3;10245
 14; 98;3;12437
 72; 60;3;12435
 72;116;4;10369
 35;135;2;12249
 51;150;3;12059
116; 99;1;14055
115; 46;3;12103
 77; 66;4;13159
 60; 71;3;13437
124; 30;3;13465
 78;115;4;10625
131; 71;4;15537
121;125;2;13349
170; 79;4;13469
 77; 70;4;13595
 96; 28;2;13051
 83; 92;4;13405
117;111;3;13627
146; 50;2;15537
 43;133;3;10719
130; 28;3;10719
 78; 29;1;12043
121; 63;3;12051
155; 79;4;13127
145; 54;3;10589
161;120;4;12683
 53;122;4;14163
139; 49;3;10969
 33; 82;4;12051
 59; 60;3;12205
144; 50;3;14165
172; 89;3;10787
117; 23;3;14195
 34; 72;4;12559
 95;106;4;10249
 88; 44;4;14165
142; 60;3;12439
 56; 61;3;10435
 64;146;1;12309
 20; 96;3;10713
 29;117;4;12685
110; 44;3;12623
151;109;4;13403
131; 48;3;12621
 59; 59;3;10243
155; 50;3;12167
 62; 51;2;13435
126; 61;4;12207
 62; 45;3;14193
146; 55;4;13585
126; 43;3;14169
115; 42;3;12161
169;100;2;13086
147; 83;4;13051
165; 31;4;13467
156; 26;4;14163
130; 59;3;13589
 52;106;4;13585
 35;101;4;12307
 69; 40;4;10707
 54; 66;2;12051
 94; 26;3;10317
129; 28;3;10437
159; 95;4;12043
162;108;4;12347
 91; 92;3;13629
152; 90;3;12207
 83; 50;4;10623
129; 29;2;13505
 62;110;3;12689
 98; 56;3;12557
 80;115;4;10627
 49; 72;4;12059
109; 49;4;13059
 40;140;4;10439
 15;101;4;12689
156; 29;4;13437
 73;116;4;12203
135; 26;1;12105
 43;114;3;13059
104; 29;4;15566
147; 45;3;14052
 57;148;3;13349
128; 35;2;12439
 85;103;3;10827
 73; 80;4;10553
 36;122;3;13505
 23; 81;1;13435
 63; 66;3;12351
167;112;4;12205
 90; 58;4;12351
 96; 46;3;14169
 38; 96;3;10553
115;103;3;10779
 53; 71;3;10717
155; 25;2;14055
149; 51;4;10245
 76; 58;3;14165
 51; 65;3;12051
 88; 53;4;10969
169;121;4;12207
139; 40;3;12349
138; 34;2;12681
133; 64;4;12051
140; 35;3;12105
125;119;4;10559
146; 65;4;12157
172; 81;2;12249
110;100;4;10243
 67;138;2;13581
 39;116;4;10435
107; 60;4;12459
 51; 70;3;12627
 50;125;4;12619
 90;118;3;13587
 50;145;3;10178
 49; 64;3;10625
154; 57;4;13088
119; 97;2;10407
150; 92;4;10557
 70; 63;3;14057
173; 73;2;15537
 79; 41;3;10997
 71; 42;2;12279
158; 70;4;13627
166;106;4;10553
 47; 64;2;12357
150; 46;3;12685
 92; 35;3;12049
161; 26;3;10969
 69; 67;3;15569
 32;130;1;10179
 80; 49;3;12347
114; 24;4;10249
171;101;2;12559
110; 39;2;10409
 57; 60;4;12047
 25;109;4;12161
164;119;4;10551
 75;117;4;10585
 88; 33;3;13587
147; 43;3;10409
 41; 71;4;10965
162; 37;3;10711
105;121;4;12589
149; 60;3;10551
151; 88;4;10557
103; 54;3;10317
 68; 51;2;12165
 79; 33;3;13053
167; 89;4;12101
105; 66;4;12109
 56;131;4;14199
 39; 99;3;13595
 65;103;4;13581
108; 86;4;12489
148; 78;4;12307
183; 98;3;12247
 49;141;1;10719
122; 51;2;13469
 30; 87;3;10965
 56; 49;3;12209
162; 38;3;10557
 80; 47;3;10405
166; 39;3;10823
 35; 97;3;10365
 83;110;4;12307
164;116;3;13585
147; 92;4;12357
 42; 72;4;12059
174; 38;4;10369
148; 67;3;13351
154;109;4;10999
119; 46;3;10713
146; 54;3;12347
 69;127;4;15569
 98; 33;3;12247
 39;132;1;13583
 79; 35;3;14109
 60; 54;3;10969
156; 45;3;10629
 57; 67;3;14193
 69; 64;3;12205
 57;107;2;10999
 80;104;4;10789
 69;130;2;13505
154; 75;4;10785
157; 89;3;10715
 77; 32;4;13353
 70; 72;4;13507
131; 57;3;10318
 64; 48;2;13439
 70;125;4;12526
 42;133;2;13467
 32;103;4;15566
150;102;4;13589
159; 46;3;12357
 69;141;4;13595
 28;103;4;10717
161; 34;2;13465
157; 56;4;12049
 64; 49;2;10437
126; 62;4;10787
139; 57;4;10119
152; 28;3;10999
 93; 24;1;14052
153; 91;4;10319
150; 93;4;12524
 29;108;4;12437
114; 27;3;14109
137; 52;4;12161
127; 67;4;13086
 89;113;4;12049
142; 53;4;12679
149;101;4;12489
 72; 41;3;10407
 49;142;3;10245
152; 53;2;10315
 83; 38;2;12439
173;103;2;14169
163; 85;4;13051
100;113;4;10713
121; 45;2;10437
 52;137;2;10623
 89; 37;4;13589
 90;111;4;14052
 77; 46;3;10709
 29; 86;4;13158
 72; 38;3;12055
170; 28;2;12439
 89; 49;4;14055
154; 34;4;10709
 89; 92;4;12101
 33;100;4;10961
 58;148;3;13469
155;113;4;13591
108; 37;2;13507
 26; 85;4;13591
 77; 58;3;10777
166; 25;3;10969
 29;112;4;12099
114; 44;3;10119
147;106;2;10557
 40; 68;1;12043
106; 25;4;13088
 95;108;2;12527
166; 99;2;10409
 87; 52;3;10245
146;105;1;12053
141; 71;4;12347
123; 58;3;10629
133; 67;4;10318
121; 40;3;13597
